objectid,City,Station ID,Station Name,Number of Docks,Installed,On/Off-Street,EPC Status,Transit Status,Latitude,Longitude,x,y
439,San Francisco,SF-N4,36th Ave at Kirkham St,19,2023-02-15,On-Street,0,1,37.7589001,-122.4951291,-122.4951291,37.7589001000001
440,San Francisco,SF-M4,36th Ave at Irving St,23,2023-02-09,On-Street,0,1,37.7628993,-122.4953893,-122.4953893,37.7628993000001
441,San Francisco,SF-J5,34th Ave at Balboa St,19,2020-06-04,On-Street,0,1,37.77575,-122.494052,-122.494052,37.7757500000001
442,San Francisco,SF-T21,30th St at San Jose Ave,15,2017-08-28,On-Street,0,1,37.7423139,-122.4231805,-122.4231805,37.7423139000001
443,San Francisco,SF-P6,30th Ave at Noriega St,19,2023-02-08,On-Street,0,1,37.7539295,-122.4883438,-122.4883438,37.7539295
444,San Francisco,SF-T22,29th St at Tiffany Ave,19,2017-08-04,On-Street,0,1,37.7440667,-122.4214722,-122.4214722,37.7440667000001
445,San Francisco,SF-T20,29th St at Church St,15,2017-08-07,On-Street,0,1,37.7436839,-122.4268059,-122.4268059,37.7436839000001
446,San Francisco,SF-P7,26th Ave at Noriega St,15,2023-02-02,On-Street,0,1,37.7540396,-122.4840403,-122.4840403,37.7540396000001
447,San Francisco,SF-G6,26th Ave at Clement St,16,2020-06-26,On-Street,1,1,37.78175809,-122.4860287,-122.4860287,37.78175809
448,San Francisco,SF-M7,25th Ave at Irving St,19,2022-03-25,On-Street,0,1,37.76346753,-122.4835343,-122.4835343,37.7634675300001
449,San Francisco,SF-Q23-3,24th St BART,20,2019-02-07,Off-Street,1,1,37.75199174,-122.41898,-122.41898,37.7519917400001
450,San Francisco,SF-Q21-2,24th St at Chattanooga St,19,2017-08-03,On-Street,0,1,37.7518194,-122.4266139,-122.4266139,37.7518194
451,San Francisco,SF-Q30,23rd St at Tennessee St,31,2018-06-26,On-Street,0,1,37.75536713,-122.388795,-122.388795,37.75536713
452,San Francisco,SF-Q26,23rd St at San Bruno Ave,15,2018-07-19,Off-Street,0,1,37.7545219,-122.4040388,-122.4040388,37.7545219
453,San Francisco,SF-G7,23rd Ave at Clement St,19,2020-03-19,On-Street,0,1,37.78199,-122.482807,-122.482807,37.7819900000001
454,San Francisco,SF-P30,22nd St Caltrain Station,31,2017-10-11,On-Street,0,1,37.75770404,-122.3918849,-122.3918849,37.7577040400001
455,San Francisco,SF-P26,22nd St at Potrero Ave,15,2020-03-18,Off-Street,0,1,37.756808,-122.405943,-122.405943,37.756808
456,San Francisco,SF-P8,21st Ave at Noriega St,15,2023-02-01,On-Street,0,1,37.7543047,-122.4785927,-122.4785927,37.7543047
457,San Francisco,SF-P21,20th St at Dolores St,27,2018-11-13,On-Street,0,1,37.75823842,-122.4260938,-122.4260938,37.7582384200001
458,San Francisco,SF-O25-2,20th St at Bryant St,15,2017-07-27,On-Street,0,1,37.7592005,-122.409851,-122.409851,37.7592005000001
459,San Francisco,SF-O23,19th St at Mission St,19,2017-07-19,On-Street,0,1,37.760278,-122.419074,-122.419074,37.760278
460,San Francisco,SF-O25-1,19th St at Florida St,19,2017-08-16,On-Street,0,1,37.7604469,-122.410807,-122.410807,37.7604469
461,San Francisco,SF-O19,18th St at Noe St,15,2017-07-28,On-Street,0,1,37.7610471,-122.4326417,-122.4326417,37.7610471
462,San Francisco,SF-F9,18th Ave at California St,23,2020-03-04,On-Street,0,1,37.785111,-122.477667,-122.477667,37.785111
463,San Francisco,SF-N22-2,17th St at Valencia St,23,2017-07-14,On-Street,0,1,37.7633158,-122.4219039,-122.4219039,37.7633158
464,San Francisco,SF-N21,17th St at Dolores St,23,2017-07-14,On-Street,0,1,37.7630152,-122.4264968,-122.4264968,37.7630152
465,San Francisco,SF-G9,17th Ave at Geary Blvd,23,2019-11-07,Off-Street,0,1,37.78071989,-122.4761036,-122.4761036,37.7807198900001
466,San Francisco,SF-N23,17th & Folsom Street Park (17th St at Folsom St),23,2017-08-02,On-Street,0,1,37.7637085,-122.4152042,-122.4152042,37.7637085000001
467,San Francisco,SF-N22-1B,16th St Mission BART Station 2,19,2017-09-21,Off-Street,1,1,37.76476522,-122.420091,-122.420091,37.7647652200001
468,San Francisco,SF-N22-1A,16th St Mission BART,11,2017-09-21,Off-Street,1,1,37.76471009,-122.4199569,-122.4199569,37.7647100900001
469,San Francisco,SF-N20-1,16th St at Prosper St,19,2017-08-16,On-Street,0,1,37.764285,-122.4318042,-122.4318042,37.764285
470,San Francisco,SF-M26,15th St at Potrero Ave,27,2017-08-08,On-Street,0,1,37.7670785,-122.4073586,-122.4073586,37.7670785
471,San Francisco,SF-M22-1,14th St at Mission St,19,2017-07-18,On-Street,1,1,37.7682646,-122.4201102,-122.4201102,37.7682646000001
472,San Francisco,SF-G10-2,14th Ave at Geary Blvd,27,2019-10-25,On-Street,0,1,37.78047126,-122.4728233,-122.4728233,37.7804712600001
473,San Francisco,SF-K24,11th St at Natoma St,19,2017-08-10,On-Street,1,1,37.7735069,-122.4160402,-122.4160402,37.7735069
474,San Francisco,SF-L25,11th St at Bryant St,27,2017-08-14,On-Street,0,1,37.7700298,-122.4117258,-122.4117258,37.7700298
475,San Francisco,SF-M11,10th Ave at Irving St,23,2020-01-09,On-Street,0,1,37.76409093,-122.4673784,-122.4673784,37.7640909300001
476,San Francisco,SF-G11,9th Ave at Geary Blvd,27,2019-11-18,On-Street,0,1,37.78184072,-122.4676359,-122.4676359,37.78184072
477,San Francisco,SF-J24,8th St at Ringold St,31,2017-08-11,On-Street,1,1,37.7745204,-122.4094494,-122.4094494,37.7745204
478,San Francisco,SF-M27,8th St at Hooper St,25,2017-08-09,On-Street,0,1,37.76722354,-122.4002184,-122.4002184,37.76722354
479,San Francisco,SF-K26,8th St at Brannan St,31,2018-05-17,On-Street,0,1,37.77143136,-122.4057868,-122.4057868,37.7714313600001
480,San Francisco,SF-GGP-03,8th Ave at JFK Dr,27,2023-08-03,On-Street,0,1,37.77290764,-122.4659313,-122.4659313,37.77290764
481,San Francisco,SF-L27-2,7th St at King St,27,2019-10-31,On-Street,0,1,37.77122902,-122.4008864,-122.4008864,37.7712290200001
482,San Francisco,SF-O12,7th Ave at Lawton St,27,2020-11-24,On-Street,0,1,37.7587,-122.463774,-122.463774,37.7587
483,San Francisco,SF-M12,7th Ave at Irving St,27,2020-01-09,On-Street,0,1,37.76343361,-122.4640632,-122.4640632,37.76343361
484,San Francisco,SF-G12,7th Ave at Clement St,24,2020-01-28,Off-Street,0,1,37.78243852,-122.4653775,-122.4653775,37.78243852
485,San Francisco,SF-J12,7th Ave at Cabrillo St,23,2019-09-20,On-Street,0,1,37.77517551,-122.4650073,-122.4650073,37.7751755100001
486,San Francisco,SF-I26-2,5th St at Howard St,24,2023-09-22,On-Street,1,1,37.78133323,-122.4048243,-122.4048243,37.78133323
487,San Francisco,SF-H12,5th Ave at Anza St,21,2019-10-02,On-Street,0,1,37.77948761,-122.4631418,-122.4631418,37.77948761
488,San Francisco,SF-L30-1,4th St at Mission Bay Blvd S,27,2017-09-22,On-Street,0,1,37.7704074,-122.3911984,-122.3911984,37.7704074000001
489,San Francisco,SF-K30-3,4th St at Long Bridge St,19,2022-01-19,On-Street,0,1,37.77378645,-122.3914258,-122.3914258,37.77378645
490,San Francisco,SF-I28,4th St at Harrison St,31,2017-08-15,On-Street,1,1,37.78067477,-122.4008113,-122.4008113,37.7806747700001
491,San Francisco,SF-M30-4,4th St at Gene Friend Way,35,2022-01-21,On-Street,0,1,37.76888906,-122.391113,-122.391113,37.76888906
492,San Francisco,SF-J29-1,3rd St at Townsend St,39,2017-06-23,On-Street,0,1,37.77874161,-122.3927408,-122.3927408,37.7787416100001
493,San Francisco,SF-I30,2nd St at Townsend St,39,2017-06-26,On-Street,0,1,37.780526,-122.390288,-122.390288,37.7805260000001
494,San Francisco,SF-H29,2nd St at Folsom St,37,2017-06-22,On-Street,0,1,37.7854529,-122.3965117,-122.3965117,37.7854529000001
495,San Francisco,SF-G29-2,1st St at Folsom St,23,2017-06-12,On-Street,0,1,37.78729,-122.39438,-122.39438,37.78729
496,Berkeley,BK-I5,Woolsey St at Sacramento St,14,2018-02-06,On-Street,1,1,37.8505777,-122.27818,-122.27818,37.8505777
497,Berkeley,BK-D4,West St at University Ave,15,2018-07-26,Off-Street,0,1,37.8699667,-122.28653,-122.28653,37.8699667000001
498,Berkeley,BK-B7,Virginia St at Shattuck Ave,23,2018-03-15,On-Street,0,1,37.8765725,-122.26953,-122.26953,37.8765725000001
499,Berkeley,BK-A7,Vine St at Shattuck Ave,15,2017-12-11,On-Street,0,1,37.8802224,-122.26959,-122.26959,37.8802224
500,Berkeley,BK-C8,University Ave at Oxford St,23,2017-12-15,Off-Street,0,1,37.8723555,-122.26645,-122.26645,37.8723555
501,Berkeley,BK-F9,Telegraph Ave at Carleton St,19,2017-12-04,On-Street,0,1,37.8623199,-122.2588,-122.2588,37.8623199
502,Berkeley,BK-H9,Telegraph Ave at Ashby Ave,19,2017-07-10,Off-Street,0,1,37.8559558,-122.25979,-122.25979,37.8559558000001
503,Berkeley,BK-C7,Shattuck Ave at Hearst Ave,23,2017-07-10,On-Street,0,1,37.8736762,-122.26849,-122.26849,37.8736762
504,Berkeley,BK-G4,San Pablo Park,19,2018-04-17,On-Street,1,1,37.8557833,-122.28313,-122.28313,37.8557833
505,Berkeley,BK-G8,Russell St at Ellsworth St,15,2017-12-27,On-Street,0,1,37.85760775,-122.2616047,-122.2616047,37.8576077500001
506,Berkeley,BK-H10,Russell St at College Ave,19,2017-10-20,On-Street,0,1,37.8584732,-122.25325,-122.25325,37.8584732
507,Berkeley,BK-F8,Parker St at Fulton St,23,2017-11-24,On-Street,0,1,37.8624644,-122.26479,-122.26479,37.8624644000001
508,Berkeley,BK-G7,Oregon St at Adeline St,20,2017-10-10,On-Street,0,1,37.8575672,-122.26756,-122.26756,37.8575672000001
509,Berkeley,BK-C5,North Berkeley BART Station,31,2017-11-16,Off-Street,0,1,37.8738557,-122.2829883,-122.2829883,37.8738557
510,Berkeley,BK-F2,Ninth St at Parker St,15,2017-11-17,Off-Street,1,1,37.8588682,-122.29121,-122.29121,37.8588682000001
511,Berkeley,BK-H3,Ninth St at Heinz Ave,15,2017-11-17,Off-Street,1,1,37.85305033,-122.2894818,-122.2894818,37.85305033
512,Berkeley,BK-C6,MLK Jr Way at University Ave,23,2017-10-10,Off-Street,0,1,37.8717192,-122.27307,-122.27307,37.8717192
513,Berkeley,BK-F7,Milvia St at Derby St,23,2018-03-13,On-Street,0,1,37.8601246,-122.26938,-122.26938,37.8601246000001
514,Berkeley,BK-C9,Hearst Ave at Euclid Ave,11,2018-02-21,On-Street,0,1,37.8751117,-122.26055,-122.26055,37.8751117
515,Berkeley,BK-E9-2,Haste St at Telegraph Ave,19,2017-07-10,On-Street,1,1,37.8660431,-122.2588,-122.2588,37.8660431000001
516,Berkeley,BK-E10,Haste St at College Ave,23,2018-06-20,On-Street,0,1,37.8664179,-122.2538,-122.2538,37.8664179
517,Berkeley,BK-I6,Harmon St at Adeline St,19,2017-12-27,On-Street,0,1,37.849735,-122.27058,-122.27058,37.8497350000001
518,Berkeley,BK-E8,Fulton St at Bancroft Way,23,2017-07-10,On-Street,1,1,37.8677892,-122.2659,-122.2659,37.8677892000001
519,Berkeley,BK-H8,Fulton St at Ashby Ave,19,2018-03-29,On-Street,0,1,37.8555737,-122.26357,-122.26357,37.8555737
520,Berkeley,BK-C1,Fifth St at Delaware St,15,2017-06-20,On-Street,1,1,37.8704071,-122.29968,-122.29968,37.8704071000001
521,Berkeley,BK-D7-1,Downtown Berkeley BART,29,2017-07-11,Off-Street,1,1,37.870139,-122.26842,-122.26842,37.8701390000001
522,Berkeley,BK-F10,Derby St at College Ave,19,2017-12-22,On-Street,0,1,37.861753,-122.253785,-122.253785,37.8617530000001
523,Berkeley,BK-A3,College Ave at Alcatraz Ave,15,2018-02-06,On-Street,0,1,37.8513755,-122.25252,-122.25252,37.8513755000001
524,Berkeley,BK-E7,Channing Way at Shattuck Ave,23,2018-02-28,On-Street,1,1,37.8658466,-122.26744,-122.26744,37.8658466000001
525,Berkeley,BK-E3,Channing Way at San Pablo Ave,23,2017-12-08,On-Street,1,1,37.8628271,-122.29023,-122.29023,37.8628271000001
526,Berkeley,BK-D5,California St at University Ave,15,2017-10-18,On-Street,0,1,37.8705553,-122.27972,-122.27972,37.8705553
527,Berkeley,BK-D7-2,Berkeley Civic Center,21,2017-07-10,On-Street,1,1,37.8690599,-122.27056,-122.27056,37.8690599
528,Berkeley,BK-E9-1,Bancroft Way at Telegraph Ave,23,2017-08-29,Off-Street,0,1,37.8688126,-122.25876,-122.25876,37.8688126000001
529,Berkeley,BK-H6,Ashby BART Station,23,2017-08-02,Off-Street,0,1,37.8524766,-122.27021,-122.27021,37.8524766
530,Berkeley,BK-D1,Addison St at Fourth St,23,2017-11-16,On-Street,1,1,37.866249,-122.29937,-122.29937,37.866249
531,Berkeley,BK-D2,10th St at University Ave,19,2018-07-19,On-Street,0,1,37.8690605,-122.2934,-122.2934,37.8690605
